gender,partner,dependents,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,seniorcitizen,tenure,monthlycharges,totalcharges,totchg_per_tenure
0,0,0,1,2,1,0,2,2,0,0,0,0,1,0,2.341541171383314,-0.22206755585855115,0.7301304912986124,0.05451942265360902,0.8102960166561061
1,0,0,1,0,0,2,0,0,0,0,0,0,1,3,-0.4270691509597626,-0.9160879312807763,-0.43403386860189,-0.7772841997397698,-0.40268333587674804
1,1,0,1,0,1,0,2,0,2,2,2,1,1,2,-0.4270691509597626,1.4517462907479917,1.193454525339473,1.9841726210043569,1.1561524840928563
1,1,1,1,0,2,1,1,1,1,1,1,2,0,1,-0.4270691509597626,-1.1610362990768557,-1.5078751316135603,-0.9792787699482175,-1.5748359389563942
0,1,1,1,2,0,2,0,2,2,2,2,2,0,1,-0.4270691509597626,1.6150452026120448,0.6715877433151101,1.6027676880751072,0.5752651026658643
1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,-0.4270691509597626,-0.30371701179057764,-1.487803332304931,-0.7720315430424468,-1.4333795652400592
0,1,1,1,2,1,0,0,2,2,2,2,2,1,0,-0.4270691509597626,1.4109215627819784,1.3724280691747517,1.968015714960692,1.1873595992842196
1,1,1,1,2,0,0,0,2,2,0,0,0,1,0,-0.4270691509597626,-0.71196429145071,-0.1664098778201654,-0.6254225807943798,-0.22456047695012962
1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,-0.4270691509597626,-1.1202115711108425,0.37720135345521305,-0.8511981663455602,0.23244048593378347
1,1,1,1,0,0,2,0,2,2,0,2,2,0,3,-0.4270691509597626,1.4109215627819784,0.10790471273110225,1.0414869671480784,0.14995429449445344
0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,-0.4270691509597626,-0.34454173975659086,-1.335592187547825,-0.7563400622757602,-1.3546070308482265
1,1,0,1,2,1,0,0,2,0,2,2,0,1,2,-0.4270691509597626,0.06370553990354154,1.185091275627544,0.5327771394111352,1.2567170159340453
0,1,0,0,1,0,0,2,0,0,0,0,0,1,2,-0.4270691509597626,-1.2835104829748953,-1.1633092434820895,-0.9965438314132583,-1.154191104092351
1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,-0.4270691509597626,-1.1610362990768557,-1.4760947827082305,-0.9753780628649735,-1.5016803155017782
1,1,0,0,1,0,2,0,0,2,2,0,1,1,0,-0.4270691509597626,0.7169011873597534,-0.6748954603054421,-0.039718114380220416,-0.6913487755174407
1,1,0,1,2,0,0,0,0,2,2,0,0,1,1,-0.4270691509597626,-0.7527890194167233,0.06608846417145776,-0.5755999130493074,0.179711432664547
1,1,0,1,0,0,2,2,2,0,2,0,1,0,1,-0.4270691509597626,1.0843237390538725,0.05939786440191503,0.7447451084119685,0.08407208936654349
1,0,0,1,2,0,0,0,0,0,2,0,0,1,2,-0.4270691509597626,-1.2835104829748953,-0.15971927805062217,-0.9832459663567443,-0.15661442062031172
0,0,1,1,0,0,2,0,0,2,2,0,0,1,1,-0.4270691509597626,0.308653907699621,-0.01754403294783119,0.08080486924865159,-0.10145674316333696
1,1,1,1,0,2,1,1,1,1,1,1,0,1,0,-0.4270691509597626,-1.038562115178816,-1.4844580324201593,-0.9323373062987232,-1.3168911108014814
0,1,0,1,2,1,0,0,0,0,0,2,0,1,2,-0.4270691509597626,-0.9977373872128027,0.6782783430846533,-0.6707018113118101,1.0327879459443718
1,0,0,0,1,0,0,0,0,2,2,2,0,1,2,-0.4270691509597626,1.0843237390538725,-0.4323612186595041,0.3225822190845039,-0.4527030707118573
0,0,0,1,0,0,2,0,0,2,0,0,1,0,3,-0.4270691509597626,-0.7527890194167233,-0.2985492232686418,-0.6573152938215859,-0.2581534759022872
0,1,0,1,0,1,0,0,2,0,0,2,0,1,2,-0.4270691509597626,0.5944270034617136,0.6916595426237393,0.783508385051707,0.7155223011640732
1,0,0,1,0,2,1,1,1,1,1,1,1,0,3,-0.4270691509597626,-0.42619119568861735,-1.4827853824777737,-0.7991813508661629,-1.428675840029506
1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,-0.4270691509597626,-0.9569126592467895,-1.3389374874325966,-0.925511068903046,-1.4444120244135685
0,1,1,1,0,0,2,2,2,2,2,2,2,1,0,-0.4270691509597626,1.6150452026120448,0.6381347444673945,1.6927499082908521,0.6690188372699495
1,0,0,0,1,0,0,0,2,2,0,0,0,0,2,-0.4270691509597626,-0.26289228382456437,-0.9659365502805678,-0.5565396398016372,-0.8390591876724657
1,0,0,1,2,0,2,0,0,0,0,0,2,0,3,-0.4270691509597626,0.10453026786955479,-0.3136030727501139,-0.1568944686365363,-0.31874438351031514
0,0,0,1,2,1,0,2,2,0,0,2,0,1,2,-0.4270691509597626,-0.9160879312807763,1.011135681619423,-0.587146892540047,1.0236850587076893
1,1,1,1,2,1,2,2,2,2,0,2,2,0,1,-0.4270691509597626,1.6150452026120448,1.3155579711336352,2.3225367973673556,1.3252026112871131
0,1,1,1,2,1,0,2,2,0,0,0,0,1,2,-0.4270691509597626,-0.8344384753487497,0.6648971435455668,-0.6033481248005665,0.3939924877293943
0,1,0,1,2,1,0,0,2,0,0,0,0,0,2,2.341541171383314,-1.2426857550088821,0.4875962496526744,-0.9331573413105415,0.7270722581553363
1,1,1,1,2,0,0,0,0,0,0,0,1,1,2,2.341541171383314,-0.1812428278925379,-0.4557783178529051,-0.39727554264145454,-0.5057662598355255
0,1,1,1,0,1,0,2,2,2,2,2,0,1,0,-0.4270691509597626,0.8393753712577932,1.4594058661788119,1.6210300894193868,1.5769417147680016
0,0,0,1,2,0,2,0,2,0,2,2,0,1,2,-0.4270691509597626,-0.7936137473827365,0.4725424001712023,-0.5685742076777824,0.39921484429885273
0,1,1,1,2,0,0,2,0,2,0,0,0,1,3,-0.4270691509597626,-1.1610362990768557,-0.20488082649503825,-0.9101077085459173,-0.2775705934912966
0,1,1,1,0,1,2,2,0,2,0,0,0,0,3,-0.4270691509597626,-0.38536646772260413,0.6615518436607956,-0.15124287598751787,0.6534467616251718
0,1,1,1,2,1,2,0,2,0,2,2,1,1,3,-0.4270691509597626,0.0228808119375283,1.3071947214217061,0.5270147312199792,1.3467537944363641
0,1,0,1,0,0,2,2,2,0,0,0,1,1,3,-0.4270691509597626,0.47195281956367396,-0.1045218299518915,0.1968730680835913,-0.08950471645946552
0,0,0,1,2,1,2,0,0,0,0,0,0,1,2,-0.4270691509597626,-0.8344384753487497,0.4792329999407455,-0.5987160351392142,0.42294992201351334
1,0,0,1,0,0,2,2,0,0,0,0,1,1,3,-0.4270691509597626,1.3700968348159652,-0.328656922231586,0.5264384904008635,-0.40066802944549157
0,0,0,1,0,0,0,0,0,0,2,2,0,1,2,-0.4270691509597626,-0.875263203314763,0.009218366130341656,-0.6923551682455004,0.01796149898729539
1,0,0,1,2,1,0,2,2,0,2,2,0,1,2,-0.4270691509597626,0.34947863566563425,1.3406477202694218,0.9168194822432596,1.3783154593024587
1,1,0,1,0,2,1,1,1,1,1,1,1,0,0,-0.4270691509597626,-0.8344384753487497,-1.4995118819016313,-0.9201254335551577,-1.5863357812797525
1,1,0,1,2,1,2,0,2,0,2,2,0,1,2,2.341541171383314,0.7985506432917798,1.323921220845564,1.458463689103503,1.4140253044501045
0,0,0,1,2,1,2,2,2,2,2,2,2,1,3,-0.4270691509597626,0.10453026786955479,1.6249982104750043,0.7251750836704655,1.5718534462755749
1,0,1,1,0,1,2,2,2,0,0,2,1,0,2,-0.4270691509597626,0.8393753712577932,1.0479339803519103,1.222892009627357,1.0134049996141739
1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,-0.4270691509597626,1.1659731949858991,1.3690827692899799,1.7745539414968408,1.2773884337739758
1,0,0,1,2,1,0,0,0,2,2,2,0,1,3,-0.4270691509597626,-0.5078406516206438,1.1349117773559707,-0.1090886437583684,1.2315966658213202
0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,-0.4270691509597626,-1.2835104829748953,0.17815601031130526,-0.9787690184543847,0.17923639614860823
1,0,0,1,0,0,2,2,0,2,2,0,1,0,2,-0.4270691509597626,-0.09959337196051142,0.19320985979277736,-0.10341488800092244,0.1196588997745835
0,1,0,1,2,1,0,0,2,0,2,0,2,1,0,-0.4270691509597626,1.4517462907479917,0.8472159872656169,1.638405966426565,0.7747016547093446
1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,-0.4270691509597626,0.7985506432917798,-1.5195836812102606,-0.5422444348658847,-1.4722965663956626
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-0.4270691509597626,-1.2835104829748953,-1.4961665820168597,-1.0009542899903354,-1.4850540374439107
1,1,0,1,0,0,2,2,0,0,0,2,0,1,0,2.341541171383314,-0.46701592365463057,0.010891016072727341,-0.41589255372057415,-0.02526682396316002
1,0,1,1,2,1,0,0,2,0,0,0,0,1,3,-0.4270691509597626,-0.875263203314763,0.4474526510354156,-0.632204491973202,0.4281771230695852
1,0,0,1,0,0,0,0,0,0,2,0,0,0,3,-0.4270691509597626,-1.201861027042869,-0.3169483726348855,-0.9392300330196829,-0.3827318022073072
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-0.4270691509597626,-1.201861027042869,-1.532964880749347,-0.9849525257056636,-1.5260655233199834
0,1,1,1,0,1,2,0,0,0,0,2,1,1,0,-0.4270691509597626,-0.1812428278925379,0.609699695446836,0.018947633627434044,0.6093819613314327
0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,-0.4270691509597626,1.4517462907479917,-1.3088297884696525,-0.20224018847924907,-1.2559048051522455
1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,2.341541171383314,-1.1202115711108425,0.22833550858287863,-0.8450589853111362,0.3245500663743688
0,1,1,0,1,0,2,0,0,2,0,0,0,0,3,-0.4270691509597626,-1.038562115178816,-1.002734849013055,-0.9004667563799447,-0.9753398558412927
1,0,1,1,2,1,2,0,0,0,0,0,0,0,2,-0.4270691509597626,-0.46701592365463057,0.526067198327547,-0.23530754625311387,0.6198327646820923
0,0,0,0,1,0,0,0,0,0,2,2,0,0,2,2.341541171383314,-1.1202115711108425,-0.6330792117457976,-0.9220092977714973,-0.8299786819639382
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,-0.4270691509597626,-1.2835104829748953,-1.4961665820168597,-1.0009542899903354,-1.4850540374439107
1,1,1,1,2,2,1,1,1,1,1,1,2,0,3,-0.4270691509597626,1.5333957466800183,-1.312175088354424,-0.21985985967913013,-1.300241080917817
0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,-0.4270691509597626,-0.875263203314763,-1.5179110312678747,-0.9298550381548405,-1.6017402798136706
0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,2.341541171383314,-0.42619119568861735,-1.4911486321897025,-0.824934882858945,-1.5164928177715145
1,1,1,0,1,0,2,2,2,0,2,2,2,0,2,-0.4270691509597626,1.2476226509179256,-0.18815432707118046,0.6336636089732215,-0.18984058581849433
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,-0.4270691509597626,0.8802000992238064,-1.4894759822473165,-0.5312958593026882,-1.4820674652742567
0,1,0,1,0,0,0,2,0,0,0,2,0,1,3,-0.4270691509597626,-0.5486653795866571,-0.1613919279930081,-0.5085121838391943,-0.16764026817447658
0,1,0,1,2,1,2,2,2,0,2,2,2,1,2,-0.4270691509597626,1.6150452026120448,1.5028947646808422,2.609504725286928,1.6241985116944273
1,1,0,0,1,0,0,0,0,0,2,2,1,1,1,-0.4270691509597626,1.0434990110878593,-0.6564963109391986,0.1823119058467085,-0.6049219422530481
1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,-0.4270691509597626,-1.038562115178816,-1.471076832881073,-0.9432858818619196,-1.4342251302384306
1,0,0,0,1,0,0,2,2,0,2,2,0,1,2,2.341541171383314,0.8393753712577932,-0.34036547182828625,0.2555388160912458,-0.3558160539551371
0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,-0.4270691509597626,-0.30371701179057764,-1.4911486321897025,-0.8006884422392344,-1.519370675355349
0,0,0,1,0,0,2,0,0,0,0,2,1,1,2,-0.4270691509597626,-1.038562115178816,-0.18480902718640888,-0.8461006514072298,-0.39270756904202775
0,0,0,1,0,1,0,0,2,0,2,2,0,0,2,-0.4270691509597626,-1.2835104829748953,0.9960818321379513,-0.9679312584333256,0.9922613931783204
0,0,1,1,0,0,2,0,0,2,0,0,0,1,3,-0.4270691509597626,-1.201861027042869,-0.3186210225772712,-0.94122471277816,-0.4326106363809092
1,1,0,1,2,1,0,2,2,0,2,0,0,1,0,-0.4270691509597626,0.39030336363164747,1.0245168811585095,0.7452548599058015,0.9879464781585404
1,1,0,1,2,0,2,2,2,0,2,2,2,1,1,2.341541171383314,1.6150452026120448,0.6515159440064805,1.6416639433654108,0.6157916554319159
1,1,1,1,0,0,0,2,0,0,0,0,1,0,3,-0.4270691509597626,-0.9160879312807763,-0.5042851661820928,-0.7989153935650326,-0.5649558097215331
0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,-0.4270691509597626,-1.201861027042869,-0.9843356996468112,-0.9614817938809165,-0.9391579078772669
1,1,0,1,2,1,0,2,2,2,0,2,2,1,0,-0.4270691509597626,1.5333957466800183,1.1399297271831281,2.030515680726308,1.1114480550274315
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.4270691509597626,-0.875263203314763,-0.6498057111696554,-0.79169022021766,-0.6594837578796261
0,1,0,1,0,0,0,2,2,2,0,2,2,1,3,-0.4270691509597626,1.2884473788839388,0.12295856221257435,0.931181176504295,0.12831841959638954
0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,2.341541171383314,-0.5894901075526703,-0.494249266527778,-0.626020984721923,-0.5474243231916265
1,0,0,1,0,1,0,0,2,0,2,2,0,1,2,-0.4270691509597626,-0.9977373872128027,1.0061177317922658,-0.6816282237665791,0.9303285074127642
0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,-0.4270691509597626,-1.2835104829748953,-0.6431151114001125,-0.9896511046922984,-0.6371138564926774
0,1,0,1,2,1,0,2,0,0,2,2,0,1,2,-0.4270691509597626,-0.875263203314763,1.2503246233805896,-0.5020848823952124,1.3155669274126671
1,1,0,0,1,0,2,0,0,2,0,0,1,0,0,2.341541171383314,1.2476226509179256,-0.9542280006838673,0.009240192136178778,-0.9333782969333416
1,0,0,1,0,1,0,0,0,0,2,2,0,1,2,-0.4270691509597626,-0.7527890194167233,0.945902333866378,-0.4169342198166677,1.0299080370664913
1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,2.341541171383314,1.4517462907479917,1.3607195195780508,2.225883481514926,1.4228086436503578
1,0,0,1,2,1,2,2,2,2,2,0,0,1,0,-0.4270691509597626,-0.6303148355186835,1.4058810680224672,-0.268596535111254,1.1239023947423756
0,1,0,1,2,1,0,2,0,0,0,0,0,1,0,-0.4270691509597626,1.2476226509179256,0.5662107969448058,1.2194124016042363,0.507644974167816
0,1,0,1,2,1,2,2,0,2,2,0,0,1,0,2.341541171383314,0.10453026786955479,1.2001451251090163,0.6096166363293587,1.3241694068649459
0,1,1,1,0,1,0,2,2,2,0,0,0,0,2,-0.4270691509597626,-0.38536646772260413,0.6414800443521659,-0.1674662713564649,0.600531824501872
1,1,1,1,0,1,2,2,0,2,2,2,2,0,0,-0.4270691509597626,1.6150452026120448,1.367410119347594,2.364136951885817,1.368546394501859
1,0,0,1,2,1,0,2,0,0,0,0,1,0,1,-0.4270691509597626,0.26782917973360776,0.5611928471176487,0.4147585870345734,0.5933586142361036
1,0,0,1,0,1,2,2,2,2,2,2,2,0,1,-0.4270691509597626,1.2476226509179256,1.491186215084142,2.1151122655941648,1.5742075161212283
1,0,0,0,1,0,0,0,2,2,2,2,0,1,2,-0.4270691509597626,-0.7527890194167233,-0.3219663224620428,-0.6675989761319567,-0.3132577117512187
1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,-0.4270691509597626,0.06370553990354154,-1.5062024816711743,-0.7088888471324328,-1.4829024014599514
1,1,1,1,2,0,2,0,0,0,0,0,2,0,0,-0.4270691509597626,1.6150452026120448,-0.3119304228077282,0.7560039674931504,-0.3069898688325785
0,1,0,1,0,0,2,2,2,2,0,2,2,1,3,-0.4270691509597626,1.2884473788839388,0.32534920524125355,1.0999532471798854,0.3261451499255453
0,0,0,1,0,0,2,2,2,2,2,2,2,1,0,-0.4270691509597626,1.329272106849952,0.6766056931422672,1.4100816234062195,0.6460255473455628
1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,-0.4270691509597626,-1.038562115178816,-1.494493932074474,-0.9443940372832959,-1.4461010431369075
0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,-0.4270691509597626,-0.6711395634846968,-1.5062024816711743,-0.8703914182437954,-1.4932632622349826
0,1,0,0,1,0,2,2,2,2,2,2,2,0,0,-0.4270691509597626,1.5333957466800183,-0.0024901834663590824,0.9870765359585086,-0.0067879034931302715
1,1,1,1,2,0,2,2,0,2,0,2,2,1,1,-0.4270691509597626,0.9618495551558328,0.3755287035128269,0.8790535454827599,0.3835020980024066
0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,-0.4270691509597626,-1.1610362990768557,-0.623043312091483,-0.9239596513131194,-0.5373561881454735
1,1,0,1,2,0,0,2,0,2,0,2,2,0,3,-0.4270691509597626,1.2476226509179256,0.08783291342247308,0.8670633038234697,0.08808216692341138
0,0,0,1,2,2,1,1,1,1,1,1,2,1,3,-0.4270691509597626,1.4109215627819784,-1.288757989161023,-0.22983325847151564,-1.2735032606628378
1,1,1,1,2,1,0,2,0,2,2,2,1,1,2,-0.4270691509597626,0.8802000992238064,1.3573742196932794,1.4892704098177605,1.3249409013547213
1,1,0,1,2,1,0,0,0,0,2,2,1,1,0,-0.4270691509597626,1.1659731949858991,1.0663331297181537,1.5051613585602945,0.9460894013258165
1,0,0,1,2,1,0,2,2,2,2,2,1,0,1,2.341541171383314,1.3700968348159652,1.5480563131252585,2.2845713926310083,1.5976846364582071
1,1,1,1,2,0,2,2,0,2,2,0,2,0,1,-0.4270691509597626,0.5127775475296872,0.30862270581739576,0.48446156303913435,0.34420602176722503
1,1,0,1,2,1,0,2,2,0,2,0,0,1,2,-0.4270691509597626,1.125148467019886,1.041243380582367,1.5358351006239868,1.0359885044705108
1,1,1,1,2,1,2,0,2,0,2,2,0,0,1,-0.4270691509597626,0.7169011873597534,1.3824639688290663,1.3580426448183947,1.4057901810335962
0,1,0,1,2,1,0,2,2,0,2,2,1,1,2,-0.4270691509597626,1.6150452026120448,1.2285801741295743,2.236300142475862,1.2353514336160552
1,1,1,1,2,1,0,0,2,2,2,0,2,1,0,-0.4270691509597626,0.2270044517675945,1.012808331561809,0.5931716098761364,1.0176820972615328
1,0,1,1,0,2,1,1,1,1,1,1,0,0,3,-0.4270691509597626,-0.9569126592467895,-1.479440082593002,-0.9281706419143488,-1.4665803951573915
0,1,1,1,0,0,0,2,0,2,0,2,1,1,0,-0.4270691509597626,0.34947863566563425,0.0627431642866864,0.19970994596231434,0.06621825725281233
1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,-0.4270691509597626,0.5127775475296872,-0.45912361773767674,0.009085050377186155,-0.4482762850398776
1,0,0,1,0,0,0,0,2,2,0,2,1,0,0,2.341541171383314,0.8802000992238064,0.02092691572704192,0.554918084730231,0.026921215496256798
0,0,0,0,1,0,0,0,0,2,0,0,2,1,3,-0.4270691509597626,-0.9160879312807763,-1.1716724931940186,-0.8772176556394726,-1.1523622135059857
1,0,0,1,2,0,0,0,2,2,0,0,0,0,2,-0.4270691509597626,-0.22206755585855115,-0.17310047758970837,-0.2953917332001296,-0.16191019807578053
0,0,0,1,2,0,0,0,0,0,0,0,0,1,3,-0.4270691509597626,-1.2835104829748953,-0.4858860168158491,-0.9875677725001114,-0.4808268427487245
1,0,1,1,0,0,2,0,0,0,0,0,0,1,3,-0.4270691509597626,-0.6303148355186835,-0.47919541704630614,-0.6344208028159544,-0.49041140304090686
1,1,1,1,2,2,1,1,1,1,1,1,2,0,3,-0.4270691509597626,0.635251731427727,-1.374063136222698,-0.48967354167579935,-1.3339280975137544
0,1,0,1,0,1,2,0,0,2,2,2,1,1,3,-0.4270691509597626,1.2884473788839388,1.0797143292572402,1.7891372668421515,1.1339744350621739
0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,-0.4270691509597626,-1.2426857550088821,-1.1900716425602622,-0.9899392251018563,-1.4027539610574675
0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2.341541171383314,-1.2835104829748953,-0.4708321673343772,-0.9873683045242635,-0.46586319249664404
1,1,0,1,2,1,0,0,0,0,2,2,0,1,0,-0.4270691509597626,0.308653907699621,1.086404929026783,0.6333754885636637,0.9348591681835332
0,0,0,1,2,1,0,2,0,0,2,2,0,1,2,-0.4270691509597626,0.0228808119375283,1.1834186256851584,0.4621211497441908,1.1992333636683776
1,0,0,1,2,1,2,2,2,2,2,2,1,1,0,-0.4270691509597626,1.3700968348159652,1.6617965092074911,2.263139666781593,1.5733246199703923
0,1,0,1,2,1,0,2,0,2,2,0,0,1,1,-0.4270691509597626,-0.09959337196051142,0.9860459324836363,0.23333138144686721,0.9617244624787035
0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,-0.4270691509597626,-0.42619119568861735,-1.4961665820168597,-0.8323373610737378,-1.541734530823004
0,1,0,1,2,2,1,1,1,1,1,1,1,1,0,-0.4270691509597626,0.5536022754957004,-1.3439554372597537,-0.5371912461444094,-1.376079627999411
0,0,0,1,2,1,0,2,2,0,2,0,0,1,0,2.341541171383314,1.329272106849952,1.0312074809280527,1.7487782463956314,1.036922133930684
0,0,0,1,2,1,2,2,2,0,2,0,2,1,0,-0.4270691509597626,1.6150452026120448,1.2269075241871885,2.2088622142425884,1.2067634721776668
0,1,1,1,2,0,2,0,2,0,2,0,2,1,0,-0.4270691509597626,1.6150452026120448,0.22833550858287863,1.2179939626648748,0.1743639729955388
0,0,0,1,2,1,2,2,2,0,2,2,2,1,0,-0.4270691509597626,1.002674283121846,1.6166349607630752,1.8559147125342792,1.624760013190241
0,0,0,1,2,1,0,0,2,2,2,2,2,1,2,-0.4270691509597626,1.1659731949858991,1.4042084180800811,1.8396913171653317,1.3574943865806515
1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-0.4270691509597626,-1.2426857550088821,-1.4844580324201593,-0.9934631593418325,-1.5349328716175128
1,1,1,1,0,2,1,1,1,1,1,1,2,0,1,-0.4270691509597626,-1.1610362990768557,-1.509547781555946,-0.966845266120377,-1.3416523891948051
0,1,1,1,0,1,0,2,2,0,2,2,0,1,2,-0.4270691509597626,1.2067979229519123,1.1884365755123159,1.7753739765086594,1.2231521255625744
1,0,0,0,1,0,0,0,0,2,0,2,0,1,2,-0.4270691509597626,-1.1610362990768557,-0.8220886552353909,-0.9377672678634664,-0.796310468896757
1,1,1,1,2,2,1,1,1,1,1,1,2,0,1,-0.4270691509597626,-0.30371701179057764,-1.3088297884696525,-0.7302540836565653,-1.3080174286837394
0,0,0,1,2,1,0,2,0,0,2,2,0,1,2,-0.4270691509597626,-0.09959337196051142,1.1901092254547017,0.31283045137639365,1.1605193271239378
0,1,0,0,1,0,0,2,0,2,0,0,1,0,3,-0.4270691509597626,0.39030336363164747,-1.039533147745542,-0.36912839493849986,-1.002496110002476
1,1,1,1,2,1,0,2,2,2,0,0,2,0,0,-0.4270691509597626,1.6150452026120448,0.8639424866894747,1.9006177022325939,0.8855992010265297
1,0,0,1,2,1,2,0,0,0,2,0,0,1,1,-0.4270691509597626,0.5536022754957004,0.8204535881874445,0.8721164925449453,0.9222503049216051
1,0,0,1,0,0,2,0,0,2,0,0,0,1,3,-0.4270691509597626,-1.1202115711108425,-0.2968765733262561,-0.8914463712499425,-0.3714259331279576
0,1,1,1,2,2,1,1,1,1,1,1,0,0,0,-0.4270691509597626,0.0228808119375283,-1.350646037029297,-0.6380998788149232,-1.3018626828426818
0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,-0.4270691509597626,0.34947863566563425,-1.5028571817864027,-0.6532816080877767,-1.4945026296085036
0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,-0.4270691509597626,-1.2835104829748953,0.9776826827717073,-0.9681750526260284,0.9739724873146659
1,1,0,1,0,0,2,2,0,2,0,0,2,1,3,-0.4270691509597626,1.125148467019886,-0.1095397797790488,0.6596387720502788,-0.05951695676236674
0,1,0,1,0,2,1,1,1,1,1,1,1,1,3,-0.4270691509597626,-0.5078406516206438,-1.492821282132088,-0.8251786770516477,-1.4543785544271457
0,1,1,1,2,1,2,0,0,0,2,2,1,1,1,-0.4270691509597626,1.2476226509179256,1.1717100760884582,1.7877409910112172,1.1843872729581204
